1_id,1_span,1_anno_default_ns:cat,1_meta_annis:doc,2_id,2_span,2_anno_default_ns:cat,Stellung,Ausgabereihenfolge,Eigenname,Fehltreffer,random,wordcount
31970615,etliche der vnsern,NP,AnnusChristi-1597,31970617,der vnsern,NP,post,1149,n,n,NA,2
31970861,etlicher derer / so vor Raab gelegen / vnd nach Comorra vmb Prouiand fahren wöllen,NP,AnnusChristi-1597,31970863,derer / so vor Raab gelegen / vnd nach Comorra vmb Prouiand fahren wöllen,NP,post,1150,n,n,NA,14
31970916,nur mit etlichen brieffen auß Ofen entsprungnen Christen,PP,AnnusChristi-1597,31970923,auß Ofen entsprungnen Christen,NP,post,1151,n,n,NA,4
31971101,ein theil seines Volcks,NP,AnnusChristi-1597,31971104,seines Volcks,NP,post,1152,n,n,NA,2
31971251,ein grosse anzahl gefangner Wallonen / Jtalianer / Teutschen vnd Vngern,NP,AnnusChristi-1597,31971256,gefangner Wallonen / Jtalianer / Teutschen vnd Vngern,NP,post,1153,n,n,NA,8
31971519,mit etlichen der seinen,PP,AnnusChristi-1597,31971522,der seinen,NP,post,1154,n,n,NA,2
31971836,die Brieff angezeigts inhalten,NP,AnnusChristi-1597,31971840,angezeigts inhalten,NP,post,1155,n,n,NA,2
31972408,den letzten diß Monats,NP,AnnusChristi-1597,31972411,diß Monats,NP,post,1156,n,n,NA,2
31972613,von Vlock vber 3000. guter wöhrhaffter Mann,NP,AnnusChristi-1597,31972619,guter wöhrhaffter Mann,NP,post,1157,n,n,NA,3
31972770,200. Haubt grosses Viechs,NP,AnnusChristi-1597,31972774,grosses Viechs,NP,post,1158,n,n,NA,2
31973598,allerley der jrigen Wöhren,NP,AnnusChristi-1597,31973600,der jrigen Wöhren,NP,post,1159,n,n,NA,3
31973626,der Tumult vnd zulauff deß gemeinen Pöfels,NP,AnnusChristi-1597,31973632,deß gemeinen Pöfels,NP,post,1160,n,n,NA,3
31973816,etliche zun Fenstern außgeworffen der todten,NP,AnnusChristi-1597,31973822,der todten,NP,post,1161,n,n,NA,2
31973937,vmb abstillung dieser Auffruhr,PP,AnnusChristi-1597,31973940,dieser Auffruhr,NP,post,1162,n,n,NA,2
31974115,DEn dritten diß Monats,NP,AnnusChristi-1597,31974120,diß Monats,NP,post,1163,n,n,NA,2
31975014,ein guter theil der Vöstung,NP,AnnusChristi-1597,31975019,der Vöstung,NP,post,1164,n,n,NA,2
31975511,kein hoffnung der Entsatzung,NP,AnnusChristi-1597,31975514,der Entsatzung,NP,post,1165,n,n,NA,2
31975554,biß auff den 25. Tag diß Monats,PP,AnnusChristi-1597,31975562,diß Monats,NP,post,1166,n,n,NA,2
31975609,ohne einige plinderung der Jnnwohner,PP,AnnusChristi-1597,31975613,der Jnnwohner,NP,post,1167,n,n,NA,2
31975774,auß Beuelch Jhrer Mayestät,PP,AnnusChristi-1597,31975779,Jhrer Mayestät,NP,post,1168,n,n,NA,2
31976361,mit zurüstung der Meer Armada,PP,AnnusChristi-1597,31976364,der Meer Armada,NP,post,1169,n,n,NA,3
31976596,an gewohnlichem ort der Iusticia,PP,AnnusChristi-1597,31976600,der Iusticia,NP,post,1170,n,n,NA,2
31976702,Zu ende diß Monats,PP,AnnusChristi-1597,31976708,diß Monats,NP,post,1171,n,n,NA,2
31976795,im October deß 1597. Jahrs,PP,AnnusChristi-1597,31976798,deß 1597. Jahrs,NP,post,1172,n,n,NA,3
31976906,vmb ersetzung deß mangels an Fleisch,PP,AnnusChristi-1597,31976909,deß mangels an Fleisch,NP,post,1173,n,n,NA,4
31977245,den 1. diß Monats Octobris,NP,AnnusChristi-1597,31977248,diß Monats Octobris,NP,post,1174,n,n,NA,3
31977838,Den 8. diß Monats,NP,AnnusChristi-1597,31977844,diß Monats,NP,post,1175,n,n,NA,2
31978859,Den 27. tag diß Monats,NP,AnnusChristi-1597,31978867,diß Monats,NP,post,1176,n,n,NA,2
31979297,Den 23. diß Monats,NP,AnnusChristi-1597,31979302,diß Monats,NP,post,1177,n,n,NA,2
31979427,ein Regiment Sauoischer Knecht,NP,AnnusChristi-1597,31979430,Sauoischer Knecht,NP,post,1178,n,n,NA,2
31979744,Anfangs diß Monats,NP,AnnusChristi-1597,31979748,diß Monats,NP,post,1179,n,n,NA,2
31980009,ZV ende des Monats,PP,AnnusChristi-1597,31980014,des Monats,NP,post,1180,n,n,NA,2
31980153,ANfangs diß Monats,NP,AnnusChristi-1597,31980157,diß Monats,NP,post,1181,n,n,NA,2
31980243,ANfangs diß Monats,NP,AnnusChristi-1597,31980247,diß Monats,NP,post,1182,n,n,NA,2
31980257,ein Cauallier Malteser Ordens,NP,AnnusChristi-1597,31980260,Malteser Ordens,NP,post,1183,n,n,NA,2
31980364,den 5. diß Monats,NP,AnnusChristi-1597,31980369,diß Monats,NP,post,1184,n,n,NA,2
31980375,"an gewöhnlichem ort deß Bandostenis , auff S. Marx Platz zu Venedig",PP,AnnusChristi-1597,31980379,deß Bandostenis,NP,post,1185,n,n,NA,2
31980493,Kurtze anzeigung dieser Geschichten / so sich in dem Monat Nouembris / deß 1597. Jahrs / denckwirdig zugetragen,NP,AnnusChristi-1597,31980496,dieser Geschichten / so sich in dem Monat Nouembris / deß 1597. Jahrs / denckwirdig zugetragen,NP,post,1186,n,n,NA,16
31980504,in dem Monat Nouembris / deß 1597. Jahrs,PP,AnnusChristi-1597,31980510,deß 1597. Jahrs,NP,post,1187,n,n,NA,3
31980802,grosser Feind der Christenheit,NP,AnnusChristi-1597,31980805,der Christenheit,NP,post,1188,n,n,NA,2
31980891,den 12. diß Monats,NP,AnnusChristi-1597,31980895,diß Monats,NP,post,1189,n,n,NA,2
31980933,auß widerwertigkeit des Wetters,PP,AnnusChristi-1597,31980937,des Wetters,NP,post,1190,n,n,NA,2
31981070,den 28. diß Monats,NP,AnnusChristi-1597,31981074,diß Monats,NP,post,1191,n,n,NA,2
31981232,nach anweisung Jhre Kön. W.,PP,AnnusChristi-1597,31981235,Jhre Kön. W.,NP,post,1192,n,n,NA,3
31981348,den 4. diß Monats,NP,AnnusChristi-1597,31981353,diß Monats,NP,post,1193,n,n,NA,2
31981476,mit verlust vielen der seinigen,PP,AnnusChristi-1597,31981480,vielen der seinigen,NP,post,1194,n,n,NA,3
31981480,vielen der seinigen,NP,AnnusChristi-1597,31981482,der seinigen,NP,post,1195,n,n,NA,2
31981536,etliche Fahnen vnserer Reutter vnd Hußär,NP,AnnusChristi-1597,31981539,vnserer Reutter vnd Hußär,NP,post,1196,n,n,NA,4
31981561,mit verlust dreissig ansehenlicher Türcken / welches die Roß / Roß geräht / verguldte Säbel vnnd Stecher zuerkennen geben,PP,AnnusChristi-1597,31981564,dreissig ansehenlicher Türcken,NP,post,1197,n,n,NA,3
31981954,in allweg eines friedens,PP,AnnusChristi-1597,31981959,eines friedens,NP,post,1198,n,n,NA,2
31982104,den 11. diß Monats,NP,AnnusChristi-1597,31982107,diß Monats,NP,post,1199,n,n,NA,2
31982390,auß Beuelch der Keys. Mayst.,PP,AnnusChristi-1597,31982393,der Keys. Mayst.,NP,post,1200,n,n,NA,3
31982609,anfangs diß Monats,NP,AnnusChristi-1597,31982613,diß Monats,NP,post,1201,n,n,NA,2
31982865,durch 6. Corneten Staadischer Reutter,PP,AnnusChristi-1597,31982871,Staadischer Reutter,NP,post,1202,n,n,NA,2
31983385,eins theils des Cardinals Kriegßvolck,NP,AnnusChristi-1597,31983388,des Cardinals Kriegßvolck,NP,post,1203,n,n,NA,3
31983478,Ein theil des Cardinals Kriegsvolck,NP,AnnusChristi-1597,31983482,des Cardinals Kriegsvolck,NP,post,1204,n,n,NA,3
31983592,auß anstifftung etlicher Geistlicher,PP,AnnusChristi-1597,31983595,etlicher Geistlicher,NP,post,1205,n,n,NA,2
31983843,viel armer leut,NP,AnnusChristi-1597,31983846,armer leut,NP,post,1206,n,n,NA,2
31983893,in 8000. Bawren derselben enden / sampt etlichen Soldaten,NP,AnnusChristi-1597,31983897,derselben enden,NP,post,1207,n,n,NA,2
31983982,Den 27. diß Monats,NP,AnnusChristi-1597,31983987,diß Monats,NP,post,1208,n,n,NA,2
31984353,das Decret der vergleichung,NP,AnnusChristi-1597,31984359,der vergleichung,NP,post,1209,n,n,NA,2
31984389,vnder wehrender tractation deß Accordo,PP,AnnusChristi-1597,31984394,deß Accordo,NP,post,1210,n,n,NA,2
31984540,ein Congregation aller Cardinäl gehalten / in welcher er dem sacro Collegio zuverstehen geben / daß er auff Ableiben deß Hertzogen von Ferrara bedacht sein / gegen allen den jenigen niemandt außgeschlossen / so sich in disem handel dem Apostolischen Stuel entgegen setzen / mit Geistlichen vnd Weltlichen Waffen zu procedieren / vmb sollich Hertzogthumb dem Apostolischen Stuel zuerhalten,NP,AnnusChristi-1597,31984543,aller Cardinäl,NP,post,1211,n,n,NA,2
31984566,auff Ableiben deß Hertzogen von Ferrara,PP,AnnusChristi-1597,31984569,deß Hertzogen von Ferrara,NP,post,1212,j,n,NA,4
31984827,"Monitoria wider denn Don Caesaro außgesandt worden / deß inhalts / daß er innerhalb 15. tagen / bey Straff deß Banns / Maledictionis , Rebellionis , & Criminis laesae Maiestatis , von der posses diser Statt vnd Lands Ferrara , freywillig weichen / vnd solche der Apostolischen Camer einhändigen welle",NP,AnnusChristi-1597,31984837,"deß inhalts / daß er innerhalb 15. tagen / bey Straff deß Banns / Maledictionis , Rebellionis , & Criminis laesae Maiestatis , von der posses diser Statt vnd Lands Ferrara , freywillig weichen / vnd solche der Apostolischen Camer einhändigen welle",NP,post,1213,n,n,NA,42
31984851,"bey Straff deß Banns / Maledictionis , Rebellionis , & Criminis laesae Maiestatis",PP,AnnusChristi-1597,31984854,"deß Banns / Maledictionis , Rebellionis , & Criminis laesae Maiestatis",NP,post,1214,n,n,NA,11
31985270,vmb prolongation der zeit,PP,AnnusChristi-1597,31985273,der zeit,NP,post,1215,n,n,NA,2
31985309,alle Hauptleut selbiger Prouintz,NP,AnnusChristi-1597,31985312,selbiger Prouintz,NP,post,1216,n,n,NA,2
31985435,dann 40. Tausent Cronen jährlichen Tributs,NP,AnnusChristi-1597,31985441,jährlichen Tributs,NP,post,1217,n,n,NA,2
31985552,Eigentlicher bericht deren handlungen / so sich in dem Monat Decembris / deß 1597. Jahrs / denckwirdig zugetragen,NP,AnnusChristi-1597,31985555,deren handlungen / so sich in dem Monat Decembris / deß 1597. Jahrs / denckwirdig zugetragen,NP,post,1218,n,n,NA,16
31985563,in dem Monat Decembris / deß 1597. Jahrs,PP,AnnusChristi-1597,31985569,deß 1597. Jahrs,NP,post,1219,n,n,NA,3
31985990,Anfangs dises Monats,NP,AnnusChristi-1597,31985994,dises Monats,NP,post,1220,n,n,NA,2
31986026,einen andern hauffen der vnsern,NP,AnnusChristi-1597,31986031,der vnsern,NP,post,1221,n,n,NA,2
31986167,Zu ende diß Monats,PP,AnnusChristi-1597,31986172,diß Monats,NP,post,1222,n,n,NA,2
31986258,40. jhrer Hußarer,NP,AnnusChristi-1597,31986260,jhrer Hußarer,NP,post,1223,n,n,NA,2
31986273,Vmb denn 15. diß Monats,PP,AnnusChristi-1597,31986280,diß Monats,NP,post,1224,n,n,NA,2
31986418,in Namen der Kay. May.,PP,AnnusChristi-1597,31986422,der Kay. May.,NP,post,1225,n,n,NA,3
31986855,für einen Herren der 17. Niderländischen prouincien,PP,AnnusChristi-1597,31986859,der 17. Niderländischen prouincien,NP,post,1226,n,n,NA,4
31987171,in beysein viler Herren,PP,AnnusChristi-1597,31987175,viler Herren,NP,post,1227,n,n,NA,2
31987180,in abwesen Graff Moritzen,PP,AnnusChristi-1597,31987183,Graff Moritzen,NP,post,1228,j,n,NA,2
31987436,sonderlichem Frolocken deß gemeinen Manns,NP,AnnusChristi-1597,31987439,deß gemeinen Manns,NP,post,1229,n,n,NA,3
31987930,JM anfang dieses Monats,PP,AnnusChristi-1597,31987935,dieses Monats,NP,post,1230,n,n,NA,2
31987959,"drey vnderschidliche Congregationes gehalten / was gestalt / wider den Don Caesare da Este , ein Sentenz , wegen des Hertzogthumbs Ferrara , publiciert werden solle",NP,AnnusChristi-1597,31987965,"was gestalt / wider den Don Caesare da Este , ein Sentenz , wegen des Hertzogthumbs Ferrara , publiciert werden solle",NP,post,1231,n,n,NA,21
31988038,"solcher Sentenz des Banns / wider den Don Caesare , den 9. diß / zu Rom offentlich angeschlagen / darinnen er Condemniert worden / nicht allein die Restitution Ferrara dem Apostolischen Stul / sondern auch den Vnkosten / so Jhr Heyligk. von zeit deß verstorbnen Hertzogs auffgewendet / vnd auch disen / so ferner aufflauffen möchte / außzurichten vnd zubezahlen",NP,AnnusChristi-1597,31988041,des Banns,NP,post,1232,n,n,NA,2
31988098,von zeit deß verstorbnen Hertzogs,PP,AnnusChristi-1597,31988101,deß verstorbnen Hertzogs,NP,post,1233,n,n,NA,3
31988371,auß beuelch deß Don Caesare,PP,AnnusChristi-1597,31988374,deß Don Caesare,NP,post,1234,j,n,NA,3
31988482,den 2. diß Monats,NP,AnnusChristi-1597,31988485,diß Monats,NP,post,1235,n,n,NA,2
31988556,50. stattlicher vom Adel,NP,AnnusChristi-1597,31988558,stattlicher vom Adel,NP,post,1236,n,n,NA,3
31988632,auff den 15. Tag diß Monats / Sontags nach der Meß,PP,AnnusChristi-1597,31988637,diß Monats,NP,post,1237,n,n,NA,2
31988909,in erwegung außgestandner gefahr,PP,AnnusChristi-1597,31988912,außgestandner gefahr,NP,post,1238,n,n,NA,2
31989357,Frucht der Lehre,NP,Mercurius-1667,31989359,der Lehre,NP,post,1239,n,n,NA,2
31990090,etliche seiner Leute,NP,Mercurius-1667,31990092,seiner Leute,NP,post,1240,n,n,NA,2
31990521,Die gröste Freude unserer Börsche aber,NP,Mercurius-1667,31990526,unserer Börsche,NP,post,1241,n,n,NA,2
31990531,die Einkunfft vier reich beladener Smirnischen Schiffe / derer Ladung über sieben hundert tausend Pf. Sterl. æstimiret wird,NP,Mercurius-1667,31990534,vier reich beladener Smirnischen Schiffe / derer Ladung über sieben hundert tausend Pf. Sterl. æstimiret wird,NP,post,1242,n,n,NA,16
31990686,mächtige Summen baares Geldes,NP,Mercurius-1667,31990689,baares Geldes,NP,post,1243,n,n,NA,2
31990815,mit Auffhebung aller Hostilitäten,PP,Mercurius-1667,31990818,aller Hostilitäten,NP,post,1244,n,n,NA,2
31990988,wegen proponirung der Landtags-Puncten,PP,Mercurius-1667,31990991,der Landtags-Puncten,NP,post,1245,n,n,NA,2
31991002,die gewisse Außschreibung des Land-Tages,NP,Mercurius-1667,31991006,des Land-Tages,NP,post,1246,n,n,NA,2
31991785,als alle gute Apparentz eines ehisten Friedens,NP,Mercurius-1667,31991790,eines ehisten Friedens,NP,post,1247,n,n,NA,3
31992113,zur Außfindung der grossen Kriegs-Gelder,PP,Mercurius-1667,31992116,der grossen Kriegs-Gelder,NP,post,1248,n,n,NA,3
31992190,Abhauung des rechten Arms,NP,Mercurius-1667,31992193,des rechten Arms,NP,post,1249,n,n,NA,3
31992381,zu Wieder-Erbauung der abgebrandten Stadt Londen,PP,Mercurius-1667,31992386,der abgebrandten Stadt Londen,NP,post,1250,n,n,NA,4
31992681,fünff unserer kleinen Kriegs-Schiffe von 36. 30. und wenigen Stücken / so auff ein sonderlich Dessein ins Norden gegangen,NP,Mercurius-1667,31992683,unserer kleinen Kriegs-Schiffe von 36. 30. und wenigen Stücken,NP,post,1251,n,n,NA,9
31993000,in Form einer Meer-Muschel,PP,Mercurius-1667,31993003,einer Meer-Muschel,NP,post,1252,n,n,NA,2
31993227,4. der vornemsten Kriegs Officirer,NP,Mercurius-1667,31993231,der vornemsten Kriegs Officirer,NP,post,1253,n,n,NA,4
31994150,mit Wiedererbauung der Stadt Londen,PP,Mercurius-1667,31994154,der Stadt Londen,NP,post,1254,n,n,NA,3
31994609,25. Compagnien Polnischer Völcker,NP,Mercurius-1667,31994612,Polnischer Völcker,NP,post,1255,n,n,NA,2
31995094,an Seiten der Spannischen,PP,Mercurius-1667,31995097,der Spannischen,NP,post,1256,n,n,NA,2
31995515,durch Unvorsichtigkeit 2. Jungen,PP,Mercurius-1667,31995518,2. Jungen,NP,post,1257,n,n,NA,2
31995994,von Auffrichtung zweyr überauß köstlichen Marmor-Säulen von gleicher Grösse ist gemachet worden / derer eine zu Ehren und Gedächtniß des Printzen Horatii Farnesij in der Minoriten / die andere aber zu des Printzen Almerici d' Este hoher Gedächtniß-Ehre in der Jesuiten-Kirchen soll auffgerichtet werden / weil sie beyde in den Kriegs-Diensten vor diesen Stat in Candia ihr Leben gelassen haben,PP,Mercurius-1667,31995997,zweyr überauß köstlichen Marmor-Säulen von gleicher Grösse ist gemachet worden / derer eine zu Ehren und Gedächtniß des Printzen Horatii Farnesij in der Minoriten / die andere aber zu des Printzen Almerici d' Este hoher Gedächtniß-Ehre in der Jesuiten-Kirchen soll auffgerichtet werden / weil sie beyde in den Kriegs-Diensten vor diesen Stat in Candia ihr Leben gelassen haben,NP,post,1258,n,n,NA,58
31996016,zu Ehren und Gedächtniß des Printzen Horatii Farnesij,PP,Mercurius-1667,31996024,des Printzen Horatii Farnesij,NP,post,1259,j,n,NA,4
31996094,Am guten Schlusse der Tractaten zwischen Spannien und Engeland,PP,Mercurius-1667,31996100,der Tractaten zwischen Spannien und Engeland,NP,post,1260,n,n,NA,6
31996326,den Humeur der jenigen / so sich zu ihnen begeben,NP,Mercurius-1667,31996331,der jenigen / so sich zu ihnen begeben,NP,post,1261,n,n,NA,8
31996353,nach befindung ihrer Qualitäten,PP,Mercurius-1667,31996356,ihrer Qualitäten,NP,post,1262,n,n,NA,2
31996658,über die WiederErlassung unserer in Seeland arrestirt gewesener Schiffe,PP,Mercurius-1667,31996663,unserer in Seeland arrestirt gewesener Schiffe,NP,post,1263,n,n,NA,6
31997074,8000. Mann Hollandischer Völcker,NP,Mercurius-1667,31997077,Hollandischer Völcker,NP,post,1264,n,n,NA,2
31997323,das Collegium der Ambassadeurs und Printzen,NP,Mercurius-1667,31997326,der Ambassadeurs und Printzen,NP,post,1265,n,n,NA,4
31997626,den Zulauff der Barquen und Gondelen,NP,Mercurius-1667,31997629,der Barquen und Gondelen,NP,post,1266,n,n,NA,4
31997893,die grosse Macht der Türcken in Candia,NP,Mercurius-1667,31997897,der Türcken,NP,post,1267,n,n,NA,2
31997979,von Wexelung der Gefangenen,PP,Mercurius-1667,31997982,der Gefangenen,NP,post,1268,n,n,NA,2
31998076,6. dieser Fregatten / als Warrespight / Jarsey / Demant / St. Patrick / Nachtigall und Orfort im Sturm von den andern zerstreuet und Texel vorbey gehend,NP,Mercurius-1667,31998078,dieser Fregatten,NP,post,1269,n,n,NA,2
31998289,von 2. unsrer Fregaten,PP,Mercurius-1667,31998293,unsrer Fregaten,NP,post,1270,n,n,NA,2
31998472,ein Sohn unsers Königs Schwester der Prinzessin Henrietta Maria,NP,Mercurius-1667,31998477,unsers Königs Schwester der Prinzessin Henrietta Maria,NP,post,1271,j,n,NA,7
31998496,auff Ordre dieses Hofes,PP,Mercurius-1667,31998502,dieses Hofes,NP,post,1272,n,n,NA,2
31998552,vor Complicen eines Frantzosen / der hier in dem Tour sitzt und vor einen Auffruhrstiffter beschuldiget wird,PP,Mercurius-1667,31998556,eines Frantzosen / der hier in dem Tour sitzt und vor einen Auffruhrstiffter beschuldiget wird,NP,post,1273,n,n,NA,15
31998766,wegen der Benennung eines neutralen Platzes,PP,Mercurius-1667,31998770,eines neutralen Platzes,NP,post,1274,n,n,NA,3
31999073,im Nahmen I. CurF Durchl. zu Cöllen,PP,Mercurius-1667,31999076,I. CurF Durchl. zu Cöllen,NP,post,1275,n,n,NA,5
31999126,Staten der vereinigten Niederlande,NP,Mercurius-1667,31999128,der vereinigten Niederlande,NP,post,1276,n,n,NA,3
31999187,im Nahmen Ihrer Churfl. Durchl. zu Sachsen und Brandenburg,PP,Mercurius-1667,31999190,Ihrer Churfl. Durchl. zu Sachsen und Brandenburg,NP,post,1277,n,n,NA,7
31999331,in p. ihrer Gravaminum,PP,Mercurius-1667,31999334,ihrer Gravaminum,NP,post,1278,n,n,NA,2
31999349,Copiam des jüngst mit den Türcken gemachten Friedens / wovon sie biß jetzt noch keine Gewißheit haben sollen,NP,Mercurius-1667,31999351,des jüngst mit den Türcken gemachten Friedens / wovon sie biß jetzt noch keine Gewißheit haben sollen,NP,post,1279,n,n,NA,17
31999396,die Freude seiner Freyheit,NP,Mercurius-1667,31999399,seiner Freyheit,NP,post,1280,n,n,NA,2
31999427,über die zu viele Außtheilung der grossen Creutze von Maltha / eben als wann sich der Pabst selbst zum Commandeur machen wollte,PP,Mercurius-1667,31999434,der grossen Creutze von Maltha,NP,post,1281,n,n,NA,5
31999837,an der Gewißheit des Friedens mit Portugal,PP,Mercurius-1667,31999841,des Friedens mit Portugal,NP,post,1282,n,n,NA,4
32000932,eine grosse Anzahl armer Christen,NP,Mercurius-1667,32000936,armer Christen,NP,post,1283,n,n,NA,2
32001161,mehr dergleichen Spiele,NP,Mercurius-1667,32001163,dergleichen Spiele,NP,post,1284,n,n,NA,2
32001178,Die general Probe des Roß-Ballets soll übermorgen am Freytage und nächstkommenden Montag / ( da anderst das Wetter favorabel seyn wird ) in Originali gehalten werden / worbey einmahl I. Käys. M. ein MitActor / in den andern Tagen aber ein Aspector seyn werden,NP,Mercurius-1667,32001183,des Roß-Ballets soll übermorgen am Freytage und nächstkommenden Montag / ( da anderst das Wetter favorabel seyn wird ) in Originali gehalten werden / worbey einmahl I. Käys. M. ein MitActor / in den andern Tagen aber ein Aspector seyn werden,NP,post,1285,n,n,NA,41
32001266,im Nahmen seiner CurFürstl. Durchl.,PP,Mercurius-1667,32001269,seiner CurFürstl. Durchl.,NP,post,1286,n,n,NA,3
32001304,ohne præjuditz des hochlöbl. Ertz Hauses Oesterreichs,PP,Mercurius-1667,32001308,des hochlöbl. Ertz Hauses Oesterreichs,NP,post,1287,n,n,NA,5
32001382,16. Centner allerhand köstliches Confects,NP,Mercurius-1667,32001385,allerhand köstliches Confects,NP,post,1288,n,n,NA,3
32001478,umb die restitution / der von dem Raggozki abgenommener Kirchen,PP,Mercurius-1667,32001483,der von dem Raggozki abgenommener Kirchen,NP,post,1289,n,n,NA,6
32001813,von einer sonderlichen Erlösung vieler Gefangenen,PP,Mercurius-1667,32001818,vieler Gefangenen,NP,post,1290,n,n,NA,2
32001901,Der Uberfall eines hohen Berges bey Palermo,NP,Mercurius-1667,32001905,eines hohen Berges bey Palermo,NP,post,1291,n,n,NA,5
32001919,in 100. Häuser des nägst angelegenen Fleckens,NP,Mercurius-1667,32001926,des nägst angelegenen Fleckens,NP,post,1292,n,n,NA,4
32002542,viel Redens und Schreibens vom Frieden / dann mit Engeland und Franckreich absonderlich / daran mit allen gemein,NP,Mercurius-1667,32002545,Redens und Schreibens vom Frieden / dann mit Engeland und Franckreich absonderlich / daran mit allen gemein,NP,post,1293,n,n,NA,17
32002640,Staten der vereinigten Niederlande,NP,Mercurius-1667,32002642,der vereinigten Niederlande,NP,post,1294,n,n,NA,3
32002716,der Erfolg eines ehisten Friedens,NP,Mercurius-1667,32002719,eines ehisten Friedens,NP,post,1295,n,n,NA,3
32003014,die Churfürsten des Röm. Reichs,NP,Mercurius-1667,32003017,des Röm. Reichs,NP,post,1296,n,n,NA,3
32003648,in die Dicke seines Fußes,PP,Mercurius-1667,32003652,seines Fußes,NP,post,1297,n,n,NA,2
32003676,bey dem Collegio der dreyen Nationen,PP,Mercurius-1667,32003680,der dreyen Nationen,NP,post,1298,n,n,NA,3
32003740,An den West-Custen dieses Reiches,PP,Mercurius-1667,32003745,dieses Reiches,NP,post,1299,n,n,NA,2
32003932,bey dem Außlauffe der Themse,PP,Mercurius-1667,32003937,der Themse,NP,post,1300,n,n,NA,2
32004197,vor vier unsrer eigenen Compagnie,PP,Mercurius-1667,32004200,unsrer eigenen Compagnie,NP,post,1301,n,n,NA,3
32004355,bey Betrachtung der feindlichen Mänge,PP,Mercurius-1667,32004360,der feindlichen Mänge,NP,post,1302,n,n,NA,3
32004758,auff der Weite eines Schiffes Länge,PP,Mercurius-1667,32004763,eines Schiffes Länge,NP,post,1303,n,n,NA,3
32005111,glücklicher rencontre der unsrigen mit den Tartern,NP,Mercurius-1667,32005115,der unsrigen,NP,post,1304,n,n,NA,2
32005123,wieder Erlösung so vieler Gefangnen,NP,Mercurius-1667,32005127,so vieler Gefangnen,NP,post,1305,n,n,NA,3
32005352,wieder die Außstreiffung der Hussarn,PP,Mercurius-1667,32005356,der Hussarn,NP,post,1306,n,n,NA,2
32005361,derowege~ begehrter refusion des zugefügten Schadens,NP,Mercurius-1667,32005365,des zugefügten Schadens,NP,post,1307,n,n,NA,3
32005645,nach absterbung ihres alten Königes,PP,Mercurius-1667,32005649,ihres alten Königes,NP,post,1308,n,n,NA,3
32005660,auff Anstifftung der Götzen-Pfaffen,PP,Mercurius-1667,32005663,der Götzen-Pfaffen,NP,post,1309,n,n,NA,2
32005789,ein Zeichen eines ( Gott helffe ) fruchtbaren Jahres,NP,Mercurius-1667,32005792,eines ( Gott helffe ) fruchtbaren Jahres,NP,post,1310,n,n,NA,7
32005995,zur Außrüstung der Kriegs-Floote,PP,Mercurius-1667,32005998,der Kriegs-Floote,NP,post,1311,n,n,NA,2
32006061,in Verschaffung des Bau-Holtzes zu dieser Stadt Wieder-Erbauung,PP,Mercurius-1667,32006064,des Bau-Holtzes zu dieser Stadt Wieder-Erbauung,NP,post,1312,n,n,NA,6
32006127,die Nahmen des Holtzes recht verdeutschen kan / als Sum~ers oder Gyrders / Gysts oder Joysts / Rasters und andere,NP,Mercurius-1667,32006130,des Holtzes,NP,post,1313,n,n,NA,2
32006181,aus der Dicke und Länge des Holtzmaases,PP,Mercurius-1667,32006188,des Holtzmaases,NP,post,1314,n,n,NA,2
32006317,von einer dieser fünff Sorten,PP,Mercurius-1667,32006320,dieser fünff Sorten,NP,post,1315,n,n,NA,3
32006411,eine grosse Erlösung der von den Tartern weggeführten Gefangenen Christen,NP,Mercurius-1667,32006415,der von den Tartern weggeführten Gefangenen Christen,NP,post,1316,n,n,NA,7
32006489,das Geschrey der armen Gefangnen,NP,Mercurius-1667,32006492,der armen Gefangnen,NP,post,1317,n,n,NA,3
32006834,Correctio Nicht erfolgender Sachen im Januario,NP,Mercurius-1667,32006837,Nicht erfolgender Sachen im Januario,NP,post,1318,n,n,NA,5
32007130,in Vergrösserung der Land-Militte,PP,Mercurius-1667,32007134,der Land-Militte,NP,post,1319,n,n,NA,2
32007226,grosse Gefahr seines Lebens,NP,Mercurius-1667,32007229,seines Lebens,NP,post,1320,n,n,NA,2
32007257,Die Außwechselung unsrer Gefangnen in Engeland,NP,Mercurius-1667,32007261,unsrer Gefangnen in Engeland,NP,post,1321,n,n,NA,4
32007575,zur Außführung des Krieges,PP,Mercurius-1667,32007578,des Krieges,NP,post,1322,n,n,NA,2
32008321,40000. Ducaten seines Schlages,NP,Mercurius-1667,32008324,seines Schlages,NP,post,1323,n,n,NA,2
32008452,biß zu Erörterung der gravaminum,PP,Mercurius-1667,32008456,der gravaminum,NP,post,1324,n,n,NA,2
32008605,als allein eine Vermeldung ihrer elenden Reise,NP,Mercurius-1667,32008610,ihrer elenden Reise,NP,post,1325,n,n,NA,3
32008763,die Importunitäten einiger gefalirten Romaner / die / nachdem sie das ihrige schändlich verthan / und nun die Meynung haben / daß sie billich von dem gemeinen Allmosen leben möchten,NP,Mercurius-1667,32008767,einiger gefalirten Romaner / die / nachdem sie das ihrige schändlich verthan / und nun die Meynung haben / daß sie billich von dem gemeinen Allmosen leben möchten,NP,post,1326,n,n,NA,28
32008938,von einer sonderbahren Vormauer der Christen,PP,Mercurius-1667,32008943,der Christen,NP,post,1327,n,n,NA,2
