tok	satz_id	graphtoken	syntoken_id	syntoken_tok_id	graphtoken_id	syntoken_belebtheit	graphtoken_pos	syntoken_lemma	satz_ambig	syntoken	graphtoken_lemma	syntoken_pos	graphtoken_initial	syntoken_ambig	graphtoken_orth	graphtoken_belebtheit	add_place	add_id	label_place	label_id	meta..doc	Year	Place	SENT_INT	upperCase	Animacy	Animacy3	LemmaFreq	LogFreq	Animacy6
Feindt	16532	Feindt	14928	8213	14567	übermenschlich Teufel	NN	feind	false	Feindt	feind	NN	F	false	upperInitial	menschlich	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	3	2	39	1.5910646070265	3
weil	16533	weil	16084	8269	14590	abstrakt	NN	weile	false	weil	weile	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	0	0	0	15	1.17609125905568	0
Schwester	16533	Schwester	16064	8289	14570	menschlich	NN	schwester	false	Schwester	schwester	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	3	2	23	1.36172783601759	3
sachen	16533	sachen	16077	8308	14583	konkret	NN	sache	false	sachen	sache	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	0	1	1	45	1.65321251377534	1
schmertzen	16534	schmertzen	15371	8353	13824	abstrakt	NN	schmerz	false	schmertzen	schmerz	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	0	0	0	10	1	0
rhat	16535	rhat	15379	8395	13833	abstrakt	NN	rat	false	rhat	rat	NN	r	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	0	0	0	35	1.54406804435028	0
schaden	16535	schaden	15368	8429	13821	abstrakt	NN	schaden	false	schaden	schaden	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	0	0	0	42	1.6232492903979	0
Fraw	16536	Fraw	16146	8509	14655	menschlich	NN	frau	false	Fraw	frau	NN	F	false	upperInitial	menschlich	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	3	2	197	2.29446622616159	3
Fraw	16536	Fraw	15029	8531	13457	menschlich	NN	frau	false	Fraw	frau	NN	F	false	upperInitial	menschlich	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	3	2	197	2.29446622616159	3
Backhaus	16540	Backhaus	15004	8715	13431	konkret	NN	backhaus	false	Backhaus	backhaus	NN	B	false	upperInitial	konkret	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	1	1	1	0	1
Fewer	16540	Fewer	15069	8732	13500	konkret	NN	feuer	false	Fewer	feuer	NN	F	false	upperInitial	konkret	NA	NA	NA	NA	Lemberg1630	1630	Lemberg	TRUE	1	1	1	28	1.44715803134222	1
Räthen	21257	Räthen	20470	129	17989	abstrakt	NN	rat	false	Räthen	rat	NN	R	false	upperInitial	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	35	1.54406804435028	0
rathauß	21257	rathauß	20476	181	17996	konkret	NN	rathaus	false	rathauß	rathaus	NN	r	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	11	1.04139268515823	1
gesichte	21260	gesichte	20519	432	18040	konkret Körperteil	NN	gesicht	false	gesichte	gesicht	NN	g	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	17	1.23044892137827	1
dantze	21260	dantze	20526	476	18048	abstrakt	NN	tanz	false	dantze	tanz	NN	d	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	137	2.13672056715641	0
tohrn	21260	tohrn	18846	498	18053	null	NN	*	false	stumpen tohrn	turm	NE	t	true	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	6	0.778151250383644	1
waßer	21262	waßer	20538	578	18065	konkret	NN	wasser	false	waßer	wasser	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	31	1.49136169383427	1
abent	21265	abent	20567	745	18094	abstrakt	NN	abend	false	abent	abend	NN	a	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	22	1.34242268082221	0
bekantniße	21266	bekantniße	20575	789	18103	abstrakt	NN	bekenntnis	false	bekantniße	bekenntnis	NN	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	35	1.54406804435028	0
ortt	21266	ortt	20592	905	18120	abstrakt	NN	ort	false	ortt	ort	NN	o	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	32	1.50514997831991	0
frage	21269	frage	20625	1127	18153	abstrakt	NN	frage	false	frage	frage	NN	f	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	13	1.11394335230684	0
mahlen	21270	mahlen	20635	1192	18164	abstrakt Maß	NN	mal	false	mahlen	mal	NN	m	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	119	2.07554696139253	0
bein	21275	bein	18849	1324	18182	konkret	NN	beinschraube	false	bein schrauben	bein	NN	b	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	17	1.23044892137827	1
schrauben	21275	schrauben	18849	1324	18183	konkret	NN	beinschraube	false	bein schrauben	schrauben	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	1	0	1
frauwe	freiwillig	frauwe	20665	1412	18197	menschlich	NN	frau	false	frauwe	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
frauwe	freiwillig	frauwe	20668	1436	18200	menschlich	NN	frau	false	frauwe	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
Lehrmeisterinne	freiwillig	Lehrmeisterinne	20672	1464	18205	menschlich	NN	lehrmeisterin	false	Lehrmeisterinne	lehrmeisterin	NN	L	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	2	0.301029995663981	3
Jhar	freiwillig	Jhar	20674	1495	18209	abstrakt Maß	NN	jahr	false	Jhar	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	305	2.48429983934679	0
stuben	freiwillig	stuben	20679	1524	18214	konkret	NN	stube	false	stuben	stube	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	30	1.47712125471966	1
Jhar	21279	Jhar	20685	1556	18220	abstrakt Maß	NN	jahr	false	Jhar	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	305	2.48429983934679	0
frauw	21281	frauw	20693	1604	18228	menschlich	NN	frau	false	frauw	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
Mutter	21285	Mutter	20724	1808	18259	menschlich	NN	mutter	false	Mutter	mutter	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	118	2.07188200730613	3
stifft	21286	stifft	20736	1892	18272	konkret	NN	stift	true	stifft	stift	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	1	0	1
schult	21288	schult	20749	1963	18285	abstrakt	NN	schuld	false	schult	schuld	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	12	1.07918124604762	0
Manne	21288	Manne	20752	1979	18288	menschlich	NN	mann	false	Manne	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	119	2.07554696139253	3
Ehebruch	21290	Ehebruch	20775	2101	18311	abstrakt	NN	ehebruch	false	Ehebruch	ehebruch	NN	E	false	upperInitial	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	7	0.845098040014257	0
stath	21290	stath	20786	2162	18322	konkret	NN	stadt	false	stath	stadt	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	23	1.36172783601759	1
Morgen	21295	Morgen	20811	2320	18347	abstrakt	NN	morgen	false	Morgen	morgen	NN	M	false	upperInitial	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	12	1.07918124604762	0
bekantniße	21298	bekantniße	20841	2549	18379	abstrakt	NN	bekenntnis	false	bekantniße	bekenntnis	NN	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	35	1.54406804435028	0
abent	21299	abent	20851	2605	18389	abstrakt	NN	abend	false	abent	abend	NN	a	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	22	1.34242268082221	0
rede	21299	rede	20857	2647	18395	abstrakt	NN	rede	false	rede	rede	NN	r	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	9	0.954242509439325	0
leute	21304	leute	20889	2848	18427	menschlich Kollektivum	NN	leute	false	leute	leute	NN	l	false	lowerCase	menschlich Kollektivum	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	69	1.83884909073726	3
abent	21304	abent	20892	2868	18430	abstrakt	NN	abend	false	abent	abend	NN	a	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	22	1.34242268082221	0
argwohn	21306	argwohn	20907	2967	18445	abstrakt	NN	argwohn	false	argwohn	argwohn	NN	a	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	4	0.602059991327962	0
boses	21307	boses	20918	3032	18456	abstrakt	NN	böse	false	boses	böse	NN	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	27	1.43136376415899	0
wurst	21308	wurst	20921	3060	18459	konkret	NN	wurst	false	wurst	wurst	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	6	0.778151250383644	1
wurst	21308	wurst	20924	3072	18462	konkret	NN	wurst	false	wurst	wurst	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	6	0.778151250383644	1
guite	21311	guite	20938	3157	18476	abstrakt	NN	gut	false	guite	gut	NN	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	29	1.46239799789896	0
bedde	21313	bedde	20968	3329	18507	konkret	NN	bett	false	bedde	bett	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
ehemanß	21313	ehemanß	20975	3367	18514	menschlich	NN	ehemann	false	ehemanß	ehemann	NN	e	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	9	0.954242509439325	3
willen	21314	willen	20979	3388	18518	abstrakt	NN	willen	false	willen	willen	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	20	1.30102999566398	0
ehebruch	21315	ehebruch	20986	3431	18525	abstrakt	NN	ehebruch	false	ehebruch	ehebruch	NN	e	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	7	0.845098040014257	0
Leute	21316	Leute	21002	3531	18542	konkret Körperteil	NN	leute	false	Leute	leute	NN	L	false	upperInitial	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	1	1	69	1.83884909073726	1
rede	21316	rede	21003	3537	18543	abstrakt	NN	reden	false	rede	reden	NN	r	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	6	0.778151250383644	0
leibes	21319	leibes	21032	3700	18572	konkret Körperteil	NN	leib	false	leibes	leib	NN	l	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	43	1.63346845557959	1
burger	21320	burger	21043	3761	18583	menschlich	NN	bürger	false	burger	bürger	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	3	0.477121254719662	3
pforten	21320	pforten	18856	3808	18592	konkret	NN	*	false	wester pforten	pforte	NN	p	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	8	0.903089986991944	1
ehebruch	21321	ehebruch	21068	3912	18610	abstrakt	NN	ehebruch	false	ehebruch	ehebruch	NN	e	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	7	0.845098040014257	0
Man	21322	Man	21085	4000	18627	menschlich	NN	mann	false	Man	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	119	2.07554696139253	3
frauwen	21322	frauwen	21089	4023	18631	menschlich	NN	frau	false	frauwen	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
Tagen	21324	Tagen	21110	4142	18652	abstrakt Maß	NN	tag	false	Tagen	tag	NN	T	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	117	2.06818586174616	0
Leute	21325	Leute	21125	4230	18667	menschlich Kollektivum	NN	leute	false	Leute	leute	NN	L	false	upperInitial	menschlich Kollektivum	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	69	1.83884909073726	3
rathauß	21325	rathauß	21133	4280	18676	konkret	NN	rathaus	false	rathauß	rathaus	NN	r	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	11	1.04139268515823	1
mitleiden	21329	mitleiden	21163	4464	18706	abstrakt	NN	mitleiden	false	mitleiden	mitleiden	NN	m	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	1	0	0
Tagen	21330	Tagen	21191	4653	18734	abstrakt Maß	NN	tag	false	Tagen	tag	NN	T	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	117	2.06818586174616	0
warheit	21337	warheit	21232	4952	18776	abstrakt	NN	wahrheit	false	warheit	wahrheit	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	37	1.56820172406699	0
ortte	21338	ortte	21251	5067	18795	abstrakt	NN	ort	false	ortte	ort	NN	o	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	32	1.50514997831991	0
Keller	3	Keller	18951	5246	16358	konkret	NN	keller	false	Keller	keller	NN	K	false	upperInitial	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	1	1	25	1.39794000867204	1
brandtwein	3	brandtwein	18961	5309	16369	konkret	NN	brantwein	false	brandtwein	brantwein	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	1	0	1
Tochter	3	Tochter	18962	5326	16371	menschlich	NN	tochter	false	Tochter	tochter	NN	T	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	69	1.83884909073726	3
Gott	3	Gott	18978	5436	16387	übermenschlich positiv	NN	gott	false	Gott	gott	NN	G	false	upperInitial	übermenschlich positiv	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	4	2	189	2.27646180417324	4
stern	3	stern	18982	5460	16391	konkret	NN	stern	false	stern	stern	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	3	0.477121254719662	1
dreifaltigkeitt	3	dreifaltigkeitt	18921	5506	16399	übermenschlich positiv	NN	dreifaltigkeit	false	dreifaltigkeitt	dreifaltigkeit	NN	d	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	3	0.477121254719662	0
fuiße	3	fuiße	18999	5580	16410	abstrakt Maß	NN	fusz	false	fuiße	fusz	NN	f	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	33	1.51851393987789	0
buhle	3	buhle	18922	5600	16414	übermenschlich Teufel	NN	buhl	false	buhle	buhl	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	23	1.36172783601759	3
wandt	3	wandt	18928	5670	16425	konkret	NN	*	false	wandt kleideren	wand	NN	w	true	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	4	0.602059991327962	1
kleideren	3	kleideren	18928	5670	16426	konkret	NN	*	false	wandt kleideren	kleid	NN	k	true	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	23	1.36172783601759	1
klauwen	3	klauwen	19013	5694	16429	konkret Körperteil	NN	klaue	false	klauwen	klaue	NN	k	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	4	0.602059991327962	1
klauwen	3	klauwen	18862	5713	16433	konkret Körperteil	NN	*	false	ziegen klauwen	klaue	NN	k	true	lowerCase	konkret Körperteil	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	4	0.602059991327962	1
groschen	3	groschen	19039	5842	16457	konkret	NN	groschen	false	groschen	groschen	NN	g	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	4	0.602059991327962	1
Teuffels	3	Teuffels	18863	5933	16474	abstrakt	NN	teufelswerk	false	Teuffels Werck	teufel	NN	T	true	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	4	2	258	2.41161970596323	5
Werck	3	Werck	18863	5933	16475	abstrakt	NN	teufelswerk	false	Teuffels Werck	werk	NN	W	true	upperInitial	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	27	1.43136376415899	0
Lehrmeisterinne	3	Lehrmeisterinne	19058	5954	16478	menschlich	NN	lehrmeisterin	false	Lehrmeisterinne	lehrmeisterin	NN	L	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	2	0.301029995663981	3
kammer	3	kammer	19067	6019	16487	konkret	NN	kammer	false	kammer	kammer	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	16	1.20411998265592	1
keller	3	keller	19068	6030	16489	konkret	NN	keller	false	keller	keller	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	25	1.39794000867204	1
Treppen	3	Treppen	19072	6054	16493	konkret	NN	treppe	false	Treppen	treppe	NN	T	false	upperInitial	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	1	1	2	0.301029995663981	1
Jharen	3	Jharen	19078	6088	16499	abstrakt Maß	NN	jahr	false	Jharen	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	305	2.48429983934679	0
kunst	21361	kunst	19088	6133	16509	abstrakt	NN	kunst	false	kunst	kunst	NN	k	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	22	1.34242268082221	0
katzen	21361	katzen	19095	6172	16516	tierisch	NN	katze	false	katzen	katze	NN	k	false	lowerCase	tierisch	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	2	2	14	1.14612803567824	2
krauth	21362	krauth	18866	6200	16522	konkret	NN	schwarzkraut	true	schwartz krauth	kraut	NN	k	true	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
teuffell	21362	teuffell	19102	6223	16525	übermenschlich Teufel	NN	teufel	true	teuffell	teufel	NN	t	false	lowerCase	übermenschlich Teufel	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	4	2	258	2.41161970596323	5
katze	21363	katze	19115	6293	16538	tierisch	NN	katze	false	katze	katze	NN	k	false	lowerCase	tierisch	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	2	2	14	1.14612803567824	2
brott	21364	brott	19122	6322	16545	konkret	NN	brot	false	brott	brot	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	24	1.38021124171161	1
Gense	21366	Gense	19135	6386	16558	tierisch	NN	gans	false	Gense	gans	NN	G	false	upperInitial	tierisch	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	2	2	8	0.903089986991944	2
Nachparschen	21370	Nachparschen	19159	6532	16582	menschlich	NN	nachbarin	false	Nachparschen	nachbarin	NN	N	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	2	0.301029995663981	3
frauwen	21370	frauwen	19161	6558	16584	menschlich	NN	frau	false	frauwen	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
tochter	21370	tochter	19164	6576	16587	menschlich	NN	tochter	false	tochter	tochter	NN	t	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	69	1.83884909073726	3
krauth	21370	krauth	19169	6603	16592	konkret	NN	kraut	false	krauth	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
tagen	21371	tagen	19176	6642	16599	abstrakt Maß	NN	tagen	false	tagen	tagen	NN	t	false	lowerCase	abstrakt Maß	margin	13653	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	9	0.954242509439325	0
krauth	21372	krauth	19180	6664	16603	konkret	NN	kraut	false	krauth	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
	21372	 bier	18904	6688	17941	konkret	NN	warmbier	false	warmb- bier	bier	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	25	1.39794000867204	1
wochen	21372	wochen	19191	6725	16614	abstrakt	NN	woche	false	wochen	woche	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	33	1.51851393987789	0
kraut	21373	kraut	19199	6768	16622	konkret	NN	kraut	false	kraut	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
bule	21373	bule	18923	6788	16626	übermenschlich Teufel	NN	buhl	false	bule	buhl	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	23	1.36172783601759	3
feind	21373	feind	18924	6814	16631	übermenschlich Teufel	NN	feind	false	feind	feind	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	39	1.5910646070265	3
Man	21374	Man	19217	6871	16642	menschlich	NN	man	false	Man	man	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	16	1.20411998265592	3
maßen	21375	maßen	19230	6956	16655	abstrakt	NN	maszen	false	maßen	maszen	NN	m	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	5	0.698970004336019	0
frage	21376	frage	19245	7048	16670	abstrakt	NN	frage	false	frage	frage	NN	f	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	13	1.11394335230684	0
warheit	21378	warheit	19264	7203	16689	abstrakt	NN	wahrheit	false	warheit	wahrheit	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	37	1.56820172406699	0
frauwen	repetirt	frauwen	19281	7322	16707	menschlich	NN	frau	false	frauwen	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	3	2	197	2.29446622616159	3
Man	21382	Man	19299	7419	16725	menschlich	NN	mann	false	Man	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	3	2	119	2.07554696139253	3
	21382	 bier	18908	7432	17949	konkret	NN	warmbier	false	Warm- bier	bier	NN	W	false	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	1	1	25	1.39794000867204	1
krauth	21383	krauth	18870	7464	16733	konkret	NN	schwarzkraut	true	schwartz krauth	kraut	NN	k	true	lowerCase	konkret	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	1	1	26	1.41497334797082	1
Teuffell	21383	Teuffell	19310	7498	16738	übermenschlich Teufel	NN	teufel	true	Teuffell	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	4	2	258	2.41161970596323	5
mall	21386	mall	19338	7652	16766	abstrakt Maß	NN	mal	false	mall	mal	NN	m	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	119	2.07554696139253	0
Jharen	21386	Jharen	19341	7664	16769	abstrakt Maß	NN	NAME	false	Jharen	NAME	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	37	1.56820172406699	0
sinn	21387	sinn	19348	7704	16776	abstrakt	NN	sinn	false	sinn	sinn	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	4	0.602059991327962	0
bruch	ehebruch	bruch	18872	7798	16793	abstrakt	NN	ehebruch	false	bruch	bruch	NN	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	0	0	0	2	0.301029995663981	0
Leibzeiten	21392	Leibzeiten	19387	7962	16817	abstrakt	NN	lebzeit	false	Leibzeiten	lebzeit	NN	L	false	upperInitial	abstrakt	NA	NA	NA	NA	Lemgo1632	1632	Lemgo	TRUE	1	0	0	1	0	0
